trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled,timepoint,platform_track
4083550-TRAIN-E25-TRKPI-Semaine-02,17:29:00,17:29:00,VAU8B,17,1,0,41.574,1,Quai 1 et 2
4083550-TRAIN-E25-TRKPI-Semaine-03,16:20:00,16:20:00,MTL3C,1,0,1,0.000,1,Voie 5
4083550-TRAIN-E25-TRKPI-Semaine-03,16:25:00,16:27:00,MTL2C,2,0,0,3.446,1,Voie 2
4083550-TRAIN-E25-TRKPI-Semaine-03,16:32:00,16:33:00,MTL1C,3,0,0,7.206,1,Quai 2
4083550-TRAIN-E25-TRKPI-Semaine-03,16:39:00,16:40:00,LCH1B,4,0,0,12.809,1,Quai 2
4083550-TRAIN-E25-TRKPI-Semaine-03,16:43:00,16:44:00,DVL2B,5,0,0,15.297,1,Quai 2
4083550-TRAIN-E25-TRKPI-Semaine-03,16:46:00,16:47:00,DVL1B,6,0,0,16.953,1,Quai 2
4083550-TRAIN-E25-TRKPI-Semaine-03,16:50:00,16:51:00,PCL3B,7,0,0,19.038,1,Quai 2
4083550-TRAIN-E25-TRKPI-Semaine-03,16:51:00,16:52:00,PCL2B,8,0,0,20.062,1,Quai 2
4083550-TRAIN-E25-TRKPI-Semaine-03,16:54:00,16:55:00,PCL1B,9,0,0,21.456,1,Quai 2
4083550-TRAIN-E25-TRKPI-Semaine-03,16:58:00,16:59:00,BEA2B,10,0,0,23.764,1,Quai 2
4083550-TRAIN-E25-TRKPI-Semaine-03,17:01:00,17:03:00,BEA1B,11,0,0,27.003,1,Quai 2
4083550-TRAIN-E25-TRKPI-Semaine-03,17:06:00,17:06:00,BUR1B,12,0,0,29.383,1,Quai 2
4083550-TRAIN-E25-TRKPI-Semaine-03,17:10:00,17:11:00,SAB1B,13,0,0,32.495,1,Quai 2
4083550-TRAIN-E25-TRKPI-Semaine-03,17:13:00,17:14:00,LIP1B,14,0,0,34.217,1,Quai 2
4083550-TRAIN-E25-TRKPI-Semaine-03,17:17:00,17:18:00,TVA1B,15,0,0,36.582,1,Quai 2
4083550-TRAIN-E25-TRKPI-Semaine-03,17:20:00,17:21:00,VAU1B,16,0,0,37.837,1,Quai 2
4083550-TRAIN-E25-TRKPI-Semaine-03,17:29:00,17:29:00,VAU8B,17,1,0,41.574,1,Quai 1 et 2
4083552-TRAIN-E25-TRKPI-Semaine-02,17:00:00,17:00:00,MTL3C,1,0,1,0.000,1,Voie 5
4083552-TRAIN-E25-TRKPI-Semaine-02,17:05:00,17:06:00,MTL2C,2,0,0,3.446,1,Voie 2
4083552-TRAIN-E25-TRKPI-Semaine-02,17:11:00,17:12:00,MTL1C,3,0,0,7.206,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-02,17:18:00,17:19:00,LCH1B,4,0,0,12.809,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-02,17:22:00,17:23:00,DVL2B,5,0,0,15.297,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-02,17:25:00,17:26:00,DVL1B,6,0,0,16.953,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-02,17:28:00,17:29:00,PCL3B,7,0,0,19.038,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-02,17:31:00,17:31:00,PCL2B,8,0,0,20.062,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-02,17:34:00,17:34:00,PCL1B,9,0,0,21.456,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-02,17:37:00,17:38:00,BEA2B,10,0,0,23.764,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-02,17:41:00,17:42:00,BEA1B,11,0,0,27.003,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-02,17:45:00,17:45:00,BUR1B,12,0,0,29.383,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-02,17:49:00,17:50:00,SAB1B,13,0,0,32.495,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-02,17:52:00,17:53:00,LIP1B,14,0,0,34.217,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-02,17:56:00,17:57:00,TVA1B,15,0,0,36.582,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-02,17:59:00,18:00:00,VAU1B,16,0,0,37.837,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-02,18:08:00,18:08:00,VAU8B,17,1,0,41.574,1,Quai 1 et 2
4083552-TRAIN-E25-TRKPI-Semaine-03,17:00:00,17:00:00,MTL3C,1,0,1,0.000,1,Voie 5
4083552-TRAIN-E25-TRKPI-Semaine-03,17:05:00,17:06:00,MTL2C,2,0,0,3.446,1,Voie 2
4083552-TRAIN-E25-TRKPI-Semaine-03,17:11:00,17:12:00,MTL1C,3,0,0,7.206,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-03,17:18:00,17:19:00,LCH1B,4,0,0,12.809,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-03,17:22:00,17:23:00,DVL2B,5,0,0,15.297,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-03,17:25:00,17:26:00,DVL1B,6,0,0,16.953,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-03,17:28:00,17:29:00,PCL3B,7,0,0,19.038,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-03,17:31:00,17:31:00,PCL2B,8,0,0,20.062,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-03,17:34:00,17:34:00,PCL1B,9,0,0,21.456,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-03,17:37:00,17:38:00,BEA2B,10,0,0,23.764,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-03,17:41:00,17:42:00,BEA1B,11,0,0,27.003,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-03,17:45:00,17:45:00,BUR1B,12,0,0,29.383,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-03,17:49:00,17:50:00,SAB1B,13,0,0,32.495,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-03,17:52:00,17:53:00,LIP1B,14,0,0,34.217,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-03,17:56:00,17:57:00,TVA1B,15,0,0,36.582,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-03,17:59:00,18:00:00,VAU1B,16,0,0,37.837,1,Quai 2
4083552-TRAIN-E25-TRKPI-Semaine-03,18:08:00,18:08:00,VAU8B,17,1,0,41.574,1,Quai 1 et 2
4083553-TRAIN-E25-TRKPI-Semaine-02,17:20:00,17:20:00,MTL3C,1,0,1,0.000,1,Voie 6
4083553-TRAIN-E25-TRKPI-Semaine-02,17:25:00,17:27:00,MTL2C,2,0,0,3.446,1,Voie 2
4083553-TRAIN-E25-TRKPI-Semaine-02,17:31:00,17:32:00,MTL1C,3,0,0,7.206,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-02,17:38:00,17:40:00,LCH1B,4,0,0,12.809,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-02,17:43:00,17:43:00,DVL2B,5,0,0,15.297,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-02,17:46:00,17:47:00,DVL1B,6,0,0,16.953,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-02,17:49:00,17:50:00,PCL3B,7,0,0,19.038,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-02,17:52:00,17:53:00,PCL2B,8,0,0,20.062,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-02,17:55:00,17:55:00,PCL1B,9,0,0,21.456,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-02,17:58:00,17:59:00,BEA2B,10,0,0,23.764,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-02,18:02:00,18:03:00,BEA1B,11,0,0,27.003,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-02,18:06:00,18:06:00,BUR1B,12,0,0,29.383,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-02,18:10:00,18:10:00,SAB1B,13,0,0,32.495,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-02,18:13:00,18:14:00,LIP1B,14,0,0,34.217,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-02,18:17:00,18:18:00,TVA1B,15,0,0,36.582,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-02,18:20:00,18:20:00,VAU1B,16,0,0,37.837,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-02,18:25:00,18:25:00,VAU8B,17,0,0,41.574,1,Quai 1 et 2
4083553-TRAIN-E25-TRKPI-Semaine-02,18:43:00,18:43:00,HUD1B,18,1,0,51.517,1,Quai 1
4083553-TRAIN-E25-TRKPI-Semaine-03,17:20:00,17:20:00,MTL3C,1,0,1,0.000,1,Voie 6
4083553-TRAIN-E25-TRKPI-Semaine-03,17:25:00,17:27:00,MTL2C,2,0,0,3.446,1,Voie 2
4083553-TRAIN-E25-TRKPI-Semaine-03,17:31:00,17:32:00,MTL1C,3,0,0,7.206,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-03,17:38:00,17:40:00,LCH1B,4,0,0,12.809,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-03,17:43:00,17:43:00,DVL2B,5,0,0,15.297,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-03,17:46:00,17:47:00,DVL1B,6,0,0,16.953,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-03,17:49:00,17:50:00,PCL3B,7,0,0,19.038,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-03,17:52:00,17:53:00,PCL2B,8,0,0,20.062,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-03,17:55:00,17:55:00,PCL1B,9,0,0,21.456,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-03,17:58:00,17:59:00,BEA2B,10,0,0,23.764,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-03,18:02:00,18:03:00,BEA1B,11,0,0,27.003,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-03,18:06:00,18:06:00,BUR1B,12,0,0,29.383,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-03,18:10:00,18:10:00,SAB1B,13,0,0,32.495,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-03,18:13:00,18:14:00,LIP1B,14,0,0,34.217,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-03,18:17:00,18:18:00,TVA1B,15,0,0,36.582,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-03,18:20:00,18:20:00,VAU1B,16,0,0,37.837,1,Quai 2
4083553-TRAIN-E25-TRKPI-Semaine-03,18:25:00,18:25:00,VAU8B,17,0,0,41.574,1,Quai 1 et 2
4083553-TRAIN-E25-TRKPI-Semaine-03,18:43:00,18:43:00,HUD1B,18,1,0,51.517,1,Quai 1
4083554-TRAIN-E25-TRKPI-Semaine-02,17:40:00,17:40:00,MTL3C,1,0,1,0.000,1,Voie 5
4083554-TRAIN-E25-TRKPI-Semaine-02,17:45:00,17:46:00,MTL2C,2,0,0,3.446,1,Voie 2
4083554-TRAIN-E25-TRKPI-Semaine-02,17:51:00,17:52:00,MTL1C,3,0,0,7.206,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-02,17:58:00,17:59:00,LCH1B,4,0,0,12.809,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-02,18:02:00,18:03:00,DVL2B,5,0,0,15.297,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-02,18:05:00,18:06:00,DVL1B,6,0,0,16.953,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-02,18:08:00,18:09:00,PCL3B,7,0,0,19.038,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-02,18:11:00,18:11:00,PCL2B,8,0,0,20.062,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-02,18:13:00,18:14:00,PCL1B,9,0,0,21.456,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-02,18:17:00,18:17:00,BEA2B,10,0,0,23.764,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-02,18:21:00,18:21:00,BEA1B,11,0,0,27.003,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-02,18:24:00,18:25:00,BUR1B,12,0,0,29.383,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-02,18:28:00,18:29:00,SAB1B,13,0,0,32.495,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-02,18:31:00,18:32:00,LIP1B,14,0,0,34.217,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-02,18:34:00,18:35:00,TVA1B,15,0,0,36.582,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-02,18:37:00,18:38:00,VAU1B,16,0,0,37.837,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-02,18:46:00,18:46:00,VAU8B,17,1,0,41.574,1,Quai 1 et 2
4083554-TRAIN-E25-TRKPI-Semaine-03,17:40:00,17:40:00,MTL3C,1,0,1,0.000,1,Voie 5
4083554-TRAIN-E25-TRKPI-Semaine-03,17:45:00,17:46:00,MTL2C,2,0,0,3.446,1,Voie 2
4083554-TRAIN-E25-TRKPI-Semaine-03,17:51:00,17:52:00,MTL1C,3,0,0,7.206,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-03,17:58:00,17:59:00,LCH1B,4,0,0,12.809,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-03,18:02:00,18:03:00,DVL2B,5,0,0,15.297,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-03,18:05:00,18:06:00,DVL1B,6,0,0,16.953,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-03,18:08:00,18:09:00,PCL3B,7,0,0,19.038,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-03,18:11:00,18:11:00,PCL2B,8,0,0,20.062,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-03,18:13:00,18:14:00,PCL1B,9,0,0,21.456,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-03,18:17:00,18:17:00,BEA2B,10,0,0,23.764,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-03,18:21:00,18:21:00,BEA1B,11,0,0,27.003,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-03,18:24:00,18:25:00,BUR1B,12,0,0,29.383,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-03,18:28:00,18:29:00,SAB1B,13,0,0,32.495,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-03,18:31:00,18:32:00,LIP1B,14,0,0,34.217,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-03,18:34:00,18:35:00,TVA1B,15,0,0,36.582,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-03,18:37:00,18:38:00,VAU1B,16,0,0,37.837,1,Quai 2
4083554-TRAIN-E25-TRKPI-Semaine-03,18:46:00,18:46:00,VAU8B,17,1,0,41.574,1,Quai 1 et 2
4083555-TRAIN-E25-TRKPI-Semaine-02,18:05:00,18:05:00,MTL3C,1,0,1,0.000,1,Voie 5
4083555-TRAIN-E25-TRKPI-Semaine-02,18:09:00,18:11:00,MTL2C,2,0,0,3.446,1,Voie 2
4083555-TRAIN-E25-TRKPI-Semaine-02,18:16:00,18:17:00,MTL1C,3,0,0,7.206,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-02,18:22:00,18:24:00,LCH1B,4,0,0,12.809,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-02,18:28:00,18:28:00,DVL2B,5,0,0,15.297,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-02,18:30:00,18:31:00,DVL1B,6,0,0,16.953,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-02,18:33:00,18:34:00,PCL3B,7,0,0,19.038,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-02,18:35:00,18:36:00,PCL2B,8,0,0,20.062,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-02,18:39:00,18:39:00,PCL1B,9,0,0,21.456,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-02,18:41:00,18:42:00,BEA2B,10,0,0,23.764,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-02,18:45:00,18:46:00,BEA1B,11,0,0,27.003,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-02,18:50:00,18:50:00,BUR1B,12,0,0,29.383,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-02,18:53:00,18:53:00,SAB1B,13,0,0,32.495,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-02,18:56:00,18:57:00,LIP1B,14,0,0,34.217,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-02,18:59:00,19:00:00,TVA1B,15,0,0,36.582,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-02,19:03:00,19:03:00,VAU1B,16,0,0,37.837,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-02,19:08:00,19:08:00,VAU8B,17,0,0,41.574,1,Quai 1 et 2
4083555-TRAIN-E25-TRKPI-Semaine-02,19:26:00,19:26:00,HUD1B,18,1,0,51.517,1,Quai 1
4083555-TRAIN-E25-TRKPI-Semaine-03,18:05:00,18:05:00,MTL3C,1,0,1,0.000,1,Voie 5
4083555-TRAIN-E25-TRKPI-Semaine-03,18:09:00,18:11:00,MTL2C,2,0,0,3.446,1,Voie 2
4083555-TRAIN-E25-TRKPI-Semaine-03,18:16:00,18:17:00,MTL1C,3,0,0,7.206,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-03,18:22:00,18:24:00,LCH1B,4,0,0,12.809,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-03,18:28:00,18:28:00,DVL2B,5,0,0,15.297,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-03,18:30:00,18:31:00,DVL1B,6,0,0,16.953,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-03,18:33:00,18:34:00,PCL3B,7,0,0,19.038,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-03,18:35:00,18:36:00,PCL2B,8,0,0,20.062,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-03,18:39:00,18:39:00,PCL1B,9,0,0,21.456,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-03,18:41:00,18:42:00,BEA2B,10,0,0,23.764,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-03,18:45:00,18:46:00,BEA1B,11,0,0,27.003,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-03,18:50:00,18:50:00,BUR1B,12,0,0,29.383,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-03,18:53:00,18:53:00,SAB1B,13,0,0,32.495,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-03,18:56:00,18:57:00,LIP1B,14,0,0,34.217,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-03,18:59:00,19:00:00,TVA1B,15,0,0,36.582,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-03,19:03:00,19:03:00,VAU1B,16,0,0,37.837,1,Quai 2
4083555-TRAIN-E25-TRKPI-Semaine-03,19:08:00,19:08:00,VAU8B,17,0,0,41.574,1,Quai 1 et 2
4083555-TRAIN-E25-TRKPI-Semaine-03,19:26:00,19:26:00,HUD1B,18,1,0,51.517,1,Quai 1
4083556-TRAIN-E25-TRKPI-Semaine-02,18:30:00,18:30:00,MTL3C,1,0,1,0.000,1,Voie 4
4083556-TRAIN-E25-TRKPI-Semaine-02,18:35:00,18:36:00,MTL2C,2,0,0,3.446,1,Voie 2
4083556-TRAIN-E25-TRKPI-Semaine-02,18:41:00,18:42:00,MTL1C,3,0,0,7.206,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-02,18:48:00,18:48:00,LCH1B,4,0,0,12.809,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-02,18:52:00,18:53:00,DVL2B,5,0,0,15.297,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-02,18:55:00,18:55:00,DVL1B,6,0,0,16.953,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-02,18:58:00,18:59:00,PCL3B,7,0,0,19.038,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-02,19:01:00,19:01:00,PCL2B,8,0,0,20.062,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-02,19:03:00,19:04:00,PCL1B,9,0,0,21.456,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-02,19:06:00,19:07:00,BEA2B,10,0,0,23.764,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-02,19:10:00,19:11:00,BEA1B,11,0,0,27.003,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-02,19:14:00,19:14:00,BUR1B,12,0,0,29.383,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-02,19:18:00,19:18:00,SAB1B,13,0,0,32.495,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-02,19:21:00,19:22:00,LIP1B,14,0,0,34.217,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-02,19:24:00,19:25:00,TVA1B,15,0,0,36.582,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-02,19:27:00,19:28:00,VAU1B,16,0,0,37.837,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-02,19:36:00,19:36:00,VAU8B,17,1,0,41.574,1,Quai 1 et 2
4083556-TRAIN-E25-TRKPI-Semaine-03,18:30:00,18:30:00,MTL3C,1,0,1,0.000,1,Voie 4
4083556-TRAIN-E25-TRKPI-Semaine-03,18:35:00,18:36:00,MTL2C,2,0,0,3.446,1,Voie 2
4083556-TRAIN-E25-TRKPI-Semaine-03,18:41:00,18:42:00,MTL1C,3,0,0,7.206,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-03,18:48:00,18:48:00,LCH1B,4,0,0,12.809,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-03,18:52:00,18:53:00,DVL2B,5,0,0,15.297,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-03,18:55:00,18:55:00,DVL1B,6,0,0,16.953,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-03,18:58:00,18:59:00,PCL3B,7,0,0,19.038,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-03,19:01:00,19:01:00,PCL2B,8,0,0,20.062,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-03,19:03:00,19:04:00,PCL1B,9,0,0,21.456,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-03,19:06:00,19:07:00,BEA2B,10,0,0,23.764,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-03,19:10:00,19:11:00,BEA1B,11,0,0,27.003,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-03,19:14:00,19:14:00,BUR1B,12,0,0,29.383,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-03,19:18:00,19:18:00,SAB1B,13,0,0,32.495,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-03,19:21:00,19:22:00,LIP1B,14,0,0,34.217,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-03,19:24:00,19:25:00,TVA1B,15,0,0,36.582,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-03,19:27:00,19:28:00,VAU1B,16,0,0,37.837,1,Quai 2
4083556-TRAIN-E25-TRKPI-Semaine-03,19:36:00,19:36:00,VAU8B,17,1,0,41.574,1,Quai 1 et 2
4083557-TRAIN-E25-TRKPI-Semaine-02,21:15:00,21:15:00,MTL3C,1,0,1,0.000,1,Voie 5
4083557-TRAIN-E25-TRKPI-Semaine-02,21:20:00,21:21:00,MTL2C,2,0,0,3.446,1,Voie 2
4083557-TRAIN-E25-TRKPI-Semaine-02,21:26:00,21:27:00,MTL1C,3,0,0,7.206,1,Quai 2
4083557-TRAIN-E25-TRKPI-Semaine-02,21:33:00,21:33:00,LCH1B,4,0,0,12.809,1,Quai 2
4083557-TRAIN-E25-TRKPI-Semaine-02,21:37:00,21:38:00,DVL2B,5,0,0,15.297,1,Quai 2
4083557-TRAIN-E25-TRKPI-Semaine-02,21:40:00,21:40:00,DVL1B,6,0,0,16.953,1,Quai 2
4083557-TRAIN-E25-TRKPI-Semaine-02,21:43:00,21:44:00,PCL3B,7,0,0,19.038,1,Quai 2
4083557-TRAIN-E25-TRKPI-Semaine-02,21:46:00,21:46:00,PCL2B,8,0,0,20.062,1,Quai 2
4083557-TRAIN-E25-TRKPI-Semaine-02,21:48:00,21:49:00,PCL1B,9,0,0,21.456,1,Quai 2
4083557-TRAIN-E25-TRKPI-Semaine-02,21:51:00,21:52:00,BEA2B,10,0,0,23.764,1,Quai 2
4083557-TRAIN-E25-TRKPI-Semaine-02,21:55:00,21:56:00,BEA1B,11,0,0,27.003,1,Quai 2
4083557-TRAIN-E25-TRKPI-Semaine-02,21:59:00,21:59:00,BUR1B,12,0,0,29.383,1,Quai 2
4083557-TRAIN-E25-TRKPI-Semaine-02,22:03:00,22:04:00,SAB1B,13,0,0,32.495,1,Quai 2
4083557-TRAIN-E25-TRKPI-Semaine-02,22:06:00,22:07:00,LIP1B,14,0,0,34.217,1,Quai 2
4083557-TRAIN-E25-TRKPI-Semaine-02,22:09:00,22:10:00,TVA1B,15,0,0,36.582,1,Quai 2
4083557-TRAIN-E25-TRKPI-Semaine-02,22:12:00,22:13:00,VAU1B,16,0,0,37.837,1,Quai 2
4083557-TRAIN-E25-TRKPI-Semaine-02,22:21:00,22:21:00,VAU8B,17,1,0,41.574,1,Quai 1 et 2
4083557-TRAIN-E25-TRKPI-Semaine-03,21:15:00,21:15:00,MTL3C,1,0,1,0.000,1,Voie 5
4083557-TRAIN-E25-TRKPI-Semaine-03,21:20:00,21:21:00,MTL2C,2,0,0,3.446,1,Voie 2
4083557-TRAIN-E25-TRKPI-Semaine-03,21:26:00,21:27:00,MTL1C,3,0,0,7.206,1,Quai 2
4083557-TRAIN-E25-TRKPI-Semaine-03,21:33:00,21:33:00,LCH1B,4,0,0,12.809,1,Quai 2
4083557-TRAIN-E25-TRKPI-Semaine-03,21:37:00,21:38:00,DVL2B,5,0,0,15.297,1,Quai 2
4083557-TRAIN-E25-TRKPI-Semaine-03,21:40:00,21:40:00,DVL1B,6,0,0,16.953,1,Quai 2
4083557-TRAIN-E25-TRKPI-Semaine-03,21:43:00,21:44:00,PCL3B,7,0,0,19.038,1,Quai 2
4083557-TRAIN-E25-TRKPI-Semaine-03,21:46:00,21:46:00,PCL2B,8,0,0,20.062,1,Quai 2
4083557-TRAIN-E25-TRKPI-Semaine-03,21:48:00,21:49:00,PCL1B,9,0,0,21.456,1,Quai 2
4083557-TRAIN-E25-TRKPI-Semaine-03,21:51:00,21:52:00,BEA2B,10,0,0,23.764,1,Quai 2
4083557-TRAIN-E25-TRKPI-Semaine-03,21:55:00,21:56:00,BEA1B,11,0,0,27.003,1,Quai 2
4083557-TRAIN-E25-TRKPI-Semaine-03,21:59:00,21:59:00,BUR1B,12,0,0,29.383,1,Quai 2
4083557-TRAIN-E25-TRKPI-Semaine-03,22:03:00,22:04:00,SAB1B,13,0,0,32.495,1,Quai 2
4083557-TRAIN-E25-TRKPI-Semaine-03,22:06:00,22:07:00,LIP1B,14,0,0,34.217,1,Quai 2
