route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,trip_short_name,wheelchair_accessible,bikes_allowed
3,TRAIN-E25-TRKPI-Semaine-03,4086030-TRAIN-E25-TRKPI-Semaine-03,Gare Centrale,0,30038,813,0,1
4,TRAIN-E25-TRKPI-Semaine-02,4289891-TRAIN-E25-TRKPI-Semaine-02,Lucien-L'Allier,0,40136,192,0,1
4,TRAIN-E25-TRKPI-Semaine-03,4289891-TRAIN-E25-TRKPI-Semaine-03,Lucien-L'Allier,0,40136,192,0,1
4,TRAIN-E25-TRKPI-Semaine-02,4289892-TRAIN-E25-TRKPI-Semaine-02,Lucien-L'Allier,0,40136,196,0,1
4,TRAIN-E25-TRKPI-Semaine-03,4289892-TRAIN-E25-TRKPI-Semaine-03,Lucien-L'Allier,0,40136,196,0,1
4,TRAIN-E25-TRKPI-Semaine-02,4289893-TRAIN-E25-TRKPI-Semaine-02,Saint-Jérôme,1,40135,193,0,1
4,TRAIN-E25-TRKPI-Semaine-03,4289893-TRAIN-E25-TRKPI-Semaine-03,Saint-Jérôme,1,40135,193,0,1
4,TRAIN-E25-TRKPI-Semaine-02,4289894-TRAIN-E25-TRKPI-Semaine-02,Saint-Jérôme,1,40135,197,0,1
4,TRAIN-E25-TRKPI-Semaine-03,4289894-TRAIN-E25-TRKPI-Semaine-03,Saint-Jérôme,1,40135,197,0,1
6,TRAIN-E25-TRKPI-Semaine-02,4400135-TRAIN-E25-TRKPI-Semaine-02,Ahuntsic,0,60184,1200,0,1
6,TRAIN-E25-TRKPI-Semaine-03,4400135-TRAIN-E25-TRKPI-Semaine-03,Ahuntsic,0,60184,1200,0,1
6,TRAIN-E25-TRKPI-Semaine-02,4400136-TRAIN-E25-TRKPI-Semaine-02,Ahuntsic,0,60184,1208,0,1
6,TRAIN-E25-TRKPI-Semaine-03,4400136-TRAIN-E25-TRKPI-Semaine-03,Ahuntsic,0,60184,1208,0,1
6,TRAIN-E25-TRKPI-Semaine-02,4400137-TRAIN-E25-TRKPI-Semaine-02,Ahuntsic,0,60184,1210,0,1
6,TRAIN-E25-TRKPI-Semaine-03,4400137-TRAIN-E25-TRKPI-Semaine-03,Ahuntsic,0,60184,1210,0,1
6,TRAIN-E25-TRKPI-Semaine-02,4400138-TRAIN-E25-TRKPI-Semaine-02,Ahuntsic,0,60184,1212,0,1
6,TRAIN-E25-TRKPI-Semaine-03,4400138-TRAIN-E25-TRKPI-Semaine-03,Ahuntsic,0,60184,1212,0,1
6,TRAIN-E25-TRKPI-Semaine-02,4400139-TRAIN-E25-TRKPI-Semaine-02,Ahuntsic,0,60184,1214,0,1
6,TRAIN-E25-TRKPI-Semaine-03,4400139-TRAIN-E25-TRKPI-Semaine-03,Ahuntsic,0,60184,1214,0,1
6,TRAIN-E25-TRKPI-Semaine-02,4400140-TRAIN-E25-TRKPI-Semaine-02,Gare Centrale,0,60183,1202,0,1
6,TRAIN-E25-TRKPI-Semaine-03,4400140-TRAIN-E25-TRKPI-Semaine-03,Gare Centrale,0,60183,1202,0,1
6,TRAIN-E25-TRKPI-Semaine-02,4400141-TRAIN-E25-TRKPI-Semaine-02,Gare Centrale,0,60183,1204,0,1
6,TRAIN-E25-TRKPI-Semaine-03,4400141-TRAIN-E25-TRKPI-Semaine-03,Gare Centrale,0,60183,1204,0,1
6,TRAIN-E25-TRKPI-Semaine-02,4400142-TRAIN-E25-TRKPI-Semaine-02,Gare Centrale,0,60183,1206,0,1
6,TRAIN-E25-TRKPI-Semaine-03,4400142-TRAIN-E25-TRKPI-Semaine-03,Gare Centrale,0,60183,1206,0,1
6,TRAIN-E25-TRKPI-Semaine-02,4400143-TRAIN-E25-TRKPI-Semaine-02,Mascouche,1,60185,1201,0,1
6,TRAIN-E25-TRKPI-Semaine-03,4400143-TRAIN-E25-TRKPI-Semaine-03,Mascouche,1,60185,1201,0,1
6,TRAIN-E25-TRKPI-Semaine-02,4400144-TRAIN-E25-TRKPI-Semaine-02,Mascouche,1,60185,1203,0,1
6,TRAIN-E25-TRKPI-Semaine-03,4400144-TRAIN-E25-TRKPI-Semaine-03,Mascouche,1,60185,1203,0,1
6,TRAIN-E25-TRKPI-Semaine-02,4400145-TRAIN-E25-TRKPI-Semaine-02,Mascouche,1,60185,1205,0,1
6,TRAIN-E25-TRKPI-Semaine-03,4400145-TRAIN-E25-TRKPI-Semaine-03,Mascouche,1,60185,1205,0,1
6,TRAIN-E25-TRKPI-Semaine-02,4400146-TRAIN-E25-TRKPI-Semaine-02,Mascouche,1,60185,1213,0,1
6,TRAIN-E25-TRKPI-Semaine-03,4400146-TRAIN-E25-TRKPI-Semaine-03,Mascouche,1,60185,1213,0,1
