shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
10390,45.393005,-74.037226,10020,1.239
10390,45.392935,-74.037063,10021,1.254
10390,45.392882,-74.036945,10022,1.265
10390,45.392680,-74.036506,10023,1.306
10390,45.392437,-74.035976,10024,1.356
10390,45.392213,-74.035488,10025,1.401
10390,45.391967,-74.034947,10026,1.452
10390,45.391662,-74.034276,10027,1.514
10390,45.391411,-74.033724,10028,1.566
10390,45.389416,-74.029313,10029,1.976
10390,45.389175,-74.028782,10030,2.026
10390,45.388988,-74.028368,10031,2.064
10390,45.388827,-74.028011,10032,2.098
10390,45.388637,-74.027591,10033,2.137
10390,45.388461,-74.027203,10034,2.173
10390,45.388357,-74.026974,10035,2.194
10390,45.388305,-74.026864,10036,2.205
10390,45.388086,-74.026412,10037,2.248
10390,45.387971,-74.026174,10038,2.270
10390,45.387877,-74.025957,10039,2.290
10390,45.387765,-74.025694,10040,2.314
10390,45.387622,-74.025363,10041,2.345
10390,45.387120,-74.024270,10042,2.447
10390,45.386930,-74.023853,10043,2.486
10390,45.386546,-74.023005,10044,2.565
10390,45.386457,-74.022807,10045,2.583
10390,45.386318,-74.022481,10046,2.613
10390,45.386227,-74.022221,10047,2.636
10390,45.386202,-74.022146,10048,2.642
10390,45.386172,-74.022052,10049,2.650
10390,45.386114,-74.021869,10050,2.666
10390,45.386098,-74.021804,10051,2.671
10390,45.386028,-74.021516,10052,2.695
10390,45.385983,-74.021317,10053,2.712
10390,45.385951,-74.021064,10054,2.732
10390,45.385932,-74.020893,10055,2.745
10390,45.385920,-74.020653,10056,2.764
10390,45.385917,-74.020283,10057,2.793
10390,45.385926,-74.019795,10058,2.831
10390,45.385961,-74.019143,10059,2.882
10390,45.385979,-74.018661,10060,2.920
10390,45.386018,-74.017822,10061,2.986
10390,45.386061,-74.016942,10062,3.055
10390,45.386093,-74.016300,10063,3.106
10390,45.386148,-74.015236,10064,3.189
10390,45.386173,-74.014729,10065,3.229
10390,45.386191,-74.014333,10066,3.260
10390,45.386242,-74.013164,10067,3.352
10390,45.386261,-74.012697,10068,3.389
10390,45.386283,-74.012174,10069,3.430
10390,45.386284,-74.012113,10070,3.434
10390,45.386283,-74.012100,10071,3.435
10390,45.386290,-74.011670,10072,3.469
10390,45.386293,-74.011475,10073,3.484
10390,45.386303,-74.011102,10074,3.514
10390,45.386308,-74.010930,10075,3.527
10390,45.386327,-74.010344,10076,3.573
10390,45.386345,-74.009945,10077,3.604
10390,45.386337,-74.009511,10078,3.638
10390,45.386400,-74.008255,10079,3.737
10390,45.386400,-74.008255,20001,3.737
10390,45.386463,-74.006871,20002,3.846
10390,45.386485,-74.006329,20003,3.888
10390,45.386511,-74.005814,20004,3.929
10390,45.386603,-74.003971,20005,4.073
10390,45.386721,-74.001556,20006,4.263
10390,45.386808,-73.999762,20007,4.404
10390,45.386837,-73.999142,20008,4.453
10390,45.386916,-73.997491,20009,4.582
10390,45.387069,-73.994303,20010,4.832
10390,45.387124,-73.993045,20011,4.931
10390,45.387138,-73.992794,20012,4.951
10390,45.387161,-73.992433,20013,4.979
10390,45.387224,-73.991456,20014,5.056
10390,45.387235,-73.991301,20015,5.069
10390,45.387275,-73.990840,20016,5.105
10390,45.387309,-73.990452,20017,5.136
10390,45.387332,-73.990212,20018,5.154
10390,45.387360,-73.989941,20019,5.176
10390,45.387382,-73.989751,20020,5.191
10390,45.387508,-73.988643,20021,5.279
10390,45.387521,-73.988528,20022,5.288
10390,45.387551,-73.988309,20023,5.306
10390,45.387633,-73.987717,20024,5.353
10390,45.387666,-73.987485,20025,5.372
10390,45.387779,-73.986747,20026,5.431
10390,45.387825,-73.986451,20027,5.454
10390,45.387928,-73.985810,20028,5.506
10390,45.387936,-73.985759,20029,5.510
10390,45.387948,-73.985697,20030,5.515
10390,45.388118,-73.984753,20031,5.591
10390,45.388282,-73.983896,20032,5.661
10390,45.388393,-73.983364,20033,5.705
10390,45.388412,-73.983274,20034,5.712
10390,45.388636,-73.982300,20035,5.792
10390,45.388786,-73.981693,20036,5.843
10390,45.388843,-73.981452,20037,5.862
10390,45.388913,-73.981187,20038,5.885
10390,45.389049,-73.980668,20039,5.928
10390,45.389163,-73.980237,20040,5.964
10390,45.389224,-73.980008,20041,5.983
10390,45.389274,-73.979837,20042,5.998
10390,45.389535,-73.978950,20043,6.073
10390,45.389656,-73.978543,20044,6.108
10390,45.389689,-73.978441,20045,6.116
10390,45.389906,-73.977754,20046,6.175
10390,45.389970,-73.977565,20047,6.192
10390,45.390354,-73.976448,20048,6.289
10390,45.390383,-73.976363,20049,6.297
10390,45.390639,-73.975657,20050,6.359
10390,45.390700,-73.975495,20051,6.373
10390,45.390876,-73.975038,20052,6.414
10390,45.391002,-73.974712,20053,6.443
10390,45.391250,-73.974091,20054,6.499
10390,45.391333,-73.973888,20055,6.518
10390,45.391702,-73.973021,20056,6.597
10390,45.391966,-73.972408,20057,6.653
10390,45.392076,-73.972164,20058,6.676
10390,45.392334,-73.971601,20059,6.728
10390,45.392387,-73.971489,20060,6.739
10390,45.392714,-73.970821,20061,6.803
10390,45.393203,-73.969856,20062,6.896
10390,45.393440,-73.969419,20063,6.939
10390,45.393671,-73.968996,20064,6.981
10390,45.393784,-73.968789,20065,7.002
10390,45.394157,-73.968143,20066,7.067
10390,45.394518,-73.967532,20067,7.129
10390,45.394579,-73.967430,20068,7.140
10390,45.394912,-73.966900,20069,7.196
10390,45.394934,-73.966864,20070,7.199
10390,45.395051,-73.966685,20071,7.218
10390,45.395251,-73.966381,20072,7.251
10390,45.395376,-73.966190,20073,7.271
10390,45.395720,-73.965671,20074,7.327
10390,45.396105,-73.965110,20075,7.388
10390,45.396399,-73.964686,20076,7.435
10390,45.396484,-73.964563,20077,7.449
10390,45.396612,-73.964389,20078,7.468
10390,45.396965,-73.963919,20079,7.522
10390,45.397046,-73.963818,20080,7.534
10390,45.397260,-73.963557,20081,7.566
10390,45.397474,-73.963294,20082,7.597
10390,45.397587,-73.963158,20083,7.614
10390,45.397841,-73.962852,20084,7.651
10390,45.398125,-73.962511,20085,7.692
10390,45.398516,-73.962047,20086,7.749
10390,45.398529,-73.962032,20087,7.750
10390,45.398568,-73.961987,20088,7.756
10390,45.398891,-73.961622,20089,7.802
10390,45.399156,-73.961324,20090,7.840
10390,45.399350,-73.961107,20091,7.867
10390,45.399424,-73.961027,20092,7.878
10390,45.399849,-73.960581,20093,7.936
10390,45.401383,-73.958962,20094,8.149
10390,45.401580,-73.958753,20095,8.176
10390,45.401714,-73.958614,20096,8.194
10390,45.403041,-73.957249,20097,8.377
10390,45.403158,-73.957129,20098,8.393
10390,45.403391,-73.956894,20099,8.425
10390,45.404153,-73.956113,20100,8.529
10390,45.404616,-73.955638,20101,8.593
10390,45.404690,-73.955560,20102,8.603
10390,45.404760,-73.955483,20103,8.613
10390,45.404856,-73.955385,20104,8.626
10390,45.405229,-73.954987,20105,8.678
10390,45.405357,-73.954848,20106,8.696
10390,45.405447,-73.954750,20107,8.708
10390,45.405562,-73.954616,20108,8.725
10390,45.405953,-73.954155,20109,8.781
10390,45.406078,-73.954007,20110,8.800
10390,45.406165,-73.953894,20111,8.813
10390,45.406381,-73.953612,20112,8.845
10390,45.406649,-73.953213,20113,8.888
10390,45.406875,-73.952830,20114,8.928
10390,45.407021,-73.952558,20115,8.954
10390,45.407065,-73.952475,20116,8.963
10390,45.407224,-73.952143,20117,8.994
10390,45.407365,-73.951817,20118,9.024
10390,45.407425,-73.951678,20119,9.037
10390,45.407467,-73.951574,20120,9.046
10390,45.407576,-73.951299,20121,9.071
10390,45.407615,-73.951190,20122,9.081
10390,45.407615,-73.951190,30001,9.081
10390,45.407737,-73.950855,30002,9.110
10390,45.407810,-73.950607,30003,9.131
10390,45.407956,-73.950114,30004,9.173
10390,45.408017,-73.949908,30005,9.190
10390,45.408104,-73.949557,30006,9.220
10390,45.408201,-73.949161,30007,9.252
10390,45.408341,-73.948573,30008,9.301
10390,45.408581,-73.947501,30009,9.389
10390,45.408715,-73.946926,30010,9.437
10390,45.408755,-73.946763,30011,9.450
10390,45.408820,-73.946503,30012,9.472
10390,45.408846,-73.946404,30013,9.480
10390,45.408877,-73.946293,30014,9.489
10390,45.408982,-73.945914,30015,9.521
10390,45.408992,-73.945879,30016,9.524
10390,45.409024,-73.945774,30017,9.533
10390,45.409255,-73.945034,30018,9.597
10390,45.409329,-73.944804,30019,9.616
10390,45.409652,-73.943881,30020,9.697
10390,45.409728,-73.943669,30021,9.716
10390,45.409876,-73.943262,30022,9.752
10390,45.410022,-73.942861,30023,9.787
10390,45.410259,-73.942196,30024,9.845
10390,45.411268,-73.939377,30025,10.093
10390,45.411350,-73.939152,30026,10.113
10390,45.412107,-73.937073,30027,10.296
10390,45.412975,-73.934693,30028,10.506
10390,45.413334,-73.933704,30029,10.593
10390,45.413799,-73.932424,30030,10.706
10390,45.413952,-73.931998,30031,10.743
10390,45.414215,-73.931272,30032,10.807
10390,45.414567,-73.930297,30033,10.893
10390,45.414848,-73.929517,30034,10.962
10390,45.414952,-73.929227,30035,10.987
10390,45.415162,-73.928645,30036,11.038
10390,45.415413,-73.927947,30037,11.100
10390,45.415712,-73.927121,30038,11.172
10390,45.416074,-73.926116,30039,11.261
10390,45.416687,-73.924419,30040,11.410
10390,45.418674,-73.918920,30041,11.894
10390,45.419419,-73.916866,30042,12.075
10390,45.419457,-73.916763,30043,12.084
10390,45.419553,-73.916497,30044,12.108
10390,45.419897,-73.915542,30045,12.192
10390,45.419893,-73.915552,40001,12.192
10390,45.419893,-73.915551,40002,12.192
10390,45.420350,-73.914285,40003,12.303
10390,45.420739,-73.913206,40004,12.398
10390,45.422135,-73.909346,40005,12.738
10390,45.422559,-73.908170,40006,12.841
10390,45.422971,-73.907023,40007,12.942
10390,45.423351,-73.905961,40008,13.035
10390,45.423606,-73.905253,40009,13.097
10390,45.423767,-73.904763,40010,13.140
10390,45.424218,-73.903397,40011,13.258
10390,45.424303,-73.903116,40012,13.282
10390,45.424452,-73.902630,40013,13.323
10390,45.424812,-73.901324,40014,13.433
10390,45.424932,-73.900869,40015,13.471
10390,45.425034,-73.900482,40016,13.503
10390,45.425070,-73.900340,40017,13.515
10390,45.425363,-73.899107,40018,13.617
10390,45.425473,-73.898617,40019,13.657
10390,45.425502,-73.898478,40020,13.669
10390,45.425781,-73.897099,40021,13.781
10390,45.425843,-73.896792,40022,13.806
10390,45.425855,-73.896721,40023,13.812
10390,45.425922,-73.896309,40024,13.845
10390,45.426031,-73.895649,40025,13.898
10390,45.426246,-73.894361,40026,14.002
10390,45.426713,-73.891412,40027,14.238
10390,45.427075,-73.889148,40028,14.420
10390,45.427412,-73.887007,40029,14.592
10390,45.427616,-73.885716,40030,14.695
10390,45.428120,-73.882550,40031,14.949
10390,45.428228,-73.881869,40032,15.004
10390,45.428336,-73.881186,40033,15.059
10390,45.428774,-73.878398,40034,15.282
10390,45.429570,-73.873382,40035,15.685
10390,45.430093,-73.870104,40036,15.948
10390,45.430403,-73.868129,40037,16.107
10390,45.430761,-73.865855,40038,16.289
10390,45.431066,-73.863925,40039,16.444
10390,45.431249,-73.862776,40040,16.536
10390,45.431307,-73.862423,40041,16.564
10390,45.431470,-73.861413,40042,16.646
10390,45.431562,-73.860917,40043,16.686
10390,45.431730,-73.860018,40044,16.759
10390,45.431878,-73.859293,40045,16.818
10390,45.431964,-73.858864,40046,16.852
10390,45.432136,-73.858128,40047,16.913
10390,45.432268,-73.857571,40048,16.959
10390,45.432452,-73.856814,40049,17.022
10390,45.432659,-73.856032,40050,17.087
10390,45.433194,-73.854048,40051,17.254
10390,45.433664,-73.852301,40052,17.400
10390,45.434290,-73.849967,40053,17.596
10390,45.434460,-73.849327,40054,17.649
10390,45.434981,-73.847393,40055,17.811
10390,45.434982,-73.847393,50001,17.811
10390,45.435050,-73.847141,50002,17.832
10390,45.435495,-73.845501,50003,17.970
10390,45.435597,-73.845129,50004,18.001
10390,45.436156,-73.843042,50005,18.176
10390,45.436307,-73.842483,50006,18.223
10390,45.436486,-73.841821,50007,18.278
10390,45.436989,-73.839958,50008,18.434
10390,45.437440,-73.838292,50009,18.574
10390,45.437791,-73.836993,50010,18.683
10390,45.438384,-73.834796,50011,18.867
10390,45.438864,-73.833002,50012,19.017
10390,45.439290,-73.831411,50013,19.151
10390,45.439375,-73.831101,50014,19.177
10390,45.439506,-73.830629,50015,19.216
10390,45.439598,-73.830294,50016,19.244
10390,45.439891,-73.829220,50017,19.335
10390,45.440032,-73.828697,50018,19.378
10390,45.440507,-73.826925,50019,19.527
10390,45.441200,-73.824364,50020,19.742
10390,45.441310,-73.823960,50021,19.776
10390,45.441368,-73.823740,50022,19.794
10390,45.442017,-73.821316,50023,19.997
10390,45.442342,-73.820119,50024,20.097
10390,45.442773,-73.818535,50025,20.230
10390,45.442821,-73.818358,50026,20.245
10390,45.443092,-73.817351,50027,20.329
10390,45.443519,-73.815764,50028,20.462
10390,45.443763,-73.814874,50029,20.537
10390,45.443908,-73.814349,50030,20.581
10390,45.443947,-73.814217,50031,20.593
10390,45.444115,-73.813669,50032,20.639
10390,45.445334,-73.809661,50033,20.981
10390,45.445534,-73.809004,50034,21.037
10390,45.445711,-73.808416,50035,21.087
10390,45.446601,-73.805476,50036,21.337
10390,45.447017,-73.804101,50037,21.455
10390,45.447218,-73.803429,50038,21.512
10390,45.447218,-73.803429,60001,21.512
10390,45.447529,-73.802386,60002,21.600
10390,45.447593,-73.802173,60003,21.618
10390,45.447706,-73.801764,60004,21.653
10390,45.448041,-73.800554,60005,21.755
10390,45.448070,-73.800448,60006,21.764
10390,45.448318,-73.799399,60007,21.850
10390,45.448447,-73.798856,60008,21.895
10390,45.448482,-73.798698,60009,21.908
10390,45.448701,-73.797703,60010,21.989
10390,45.448712,-73.797650,60011,21.994
10390,45.448802,-73.797193,60012,22.031
10390,45.448937,-73.796503,60013,22.087
10390,45.449070,-73.795720,60014,22.150
10390,45.449187,-73.795037,60015,22.205
10390,45.449334,-73.794054,60016,22.284
10390,45.449387,-73.793702,60017,22.312
10390,45.449466,-73.793064,60018,22.363
10390,45.449577,-73.792169,60019,22.434
10390,45.449601,-73.791973,60020,22.449
10390,45.449668,-73.791357,60021,22.498
10390,45.449740,-73.790583,60022,22.559
10390,45.449753,-73.790437,60023,22.571
10390,45.449809,-73.789743,60024,22.625
10390,45.449822,-73.789577,60025,22.638
10390,45.449836,-73.789335,60026,22.657
10390,45.449927,-73.787871,60027,22.772
10390,45.449977,-73.786244,60028,22.900
10390,45.449983,-73.786027,60029,22.917
10390,45.449985,-73.785202,60030,22.981
10390,45.449985,-73.784259,60031,23.055
10390,45.449985,-73.784179,60032,23.061
10390,45.449978,-73.783816,60033,23.090
10390,45.449951,-73.782539,60034,23.190
10390,45.449939,-73.782063,60035,23.227
10390,45.449930,-73.781533,60036,23.269
10390,45.449916,-73.780917,60037,23.317
10390,45.449909,-73.780578,60038,23.343
10390,45.449907,-73.780421,60039,23.356
10390,45.449903,-73.780286,60040,23.366
10390,45.449877,-73.778826,60041,23.480
10390,45.449869,-73.778298,60042,23.522
10390,45.449857,-73.777633,60043,23.574
10390,45.449825,-73.775963,60044,23.705
10390,45.449777,-73.773620,60045,23.888
10390,45.449718,-73.770739,60046,24.114
10390,45.449670,-73.768394,60047,24.297
10390,45.449648,-73.767134,60048,24.396
10390,45.449624,-73.765725,60049,24.506
10390,45.449588,-73.764129,60050,24.631
10390,45.449558,-73.762831,60051,24.733
10390,45.449537,-73.761829,60052,24.811
10390,45.449503,-73.760206,60053,24.938
10390,45.449484,-73.759219,60054,25.015
10390,45.449447,-73.757340,60055,25.163
10390,45.449415,-73.755486,60056,25.308
10390,45.449388,-73.753979,60057,25.426
10390,45.449381,-73.753543,60058,25.460
10390,45.449354,-73.752235,60059,25.562
10390,45.449322,-73.750600,60060,25.690
10390,45.449277,-73.748257,60061,25.874
10390,45.449177,-73.743111,60062,26.276
10390,45.449177,-73.743111,70001,26.276
10390,45.449097,-73.738970,70002,26.601
10390,45.449079,-73.738085,70003,26.670
10390,45.449067,-73.737175,70004,26.741
10390,45.449065,-73.737077,70005,26.749
10390,45.449070,-73.736695,70006,26.779
10390,45.449077,-73.736147,70007,26.822
10390,45.449079,-73.736027,70008,26.831
10390,45.449097,-73.735354,70009,26.884
10390,45.449106,-73.734956,70010,26.915
10390,45.449111,-73.734286,70011,26.967
10390,45.449111,-73.734174,70012,26.976
10390,45.449107,-73.733872,70013,27.000
10390,45.449099,-73.733338,70014,27.041
10390,45.449093,-73.733035,70015,27.065
10390,45.449093,-73.732994,70016,27.069
10390,45.449080,-73.732333,70017,27.120
10390,45.449070,-73.731751,70018,27.166
10390,45.449063,-73.731413,70019,27.192
10390,45.449059,-73.731188,70020,27.210
10390,45.449056,-73.730993,70021,27.225
10390,45.449050,-73.730728,70022,27.246
10390,45.449045,-73.730507,70023,27.263
10390,45.449016,-73.729145,70024,27.370
10390,45.449005,-73.728598,70025,27.412
10390,45.448996,-73.728152,70026,27.447
10390,45.448905,-73.723431,70027,27.817
10390,45.448872,-73.721685,70028,27.954
10390,45.448855,-73.720879,70029,28.017
10390,45.448806,-73.718372,70030,28.213
10390,45.448774,-73.716841,70031,28.333
10390,45.448728,-73.714637,70032,28.506
10390,45.448707,-73.713536,70033,28.592
10390,45.448664,-73.711325,70034,28.765
10390,45.448664,-73.711327,80001,28.765
10390,45.448620,-73.709233,80002,28.929
10390,45.448600,-73.708004,80003,29.025
10390,45.448598,-73.707880,80004,29.035
10390,45.448598,-73.707787,80005,29.042
10390,45.448599,-73.707345,80006,29.076
10390,45.448601,-73.707140,80007,29.093
10390,45.448604,-73.706913,80008,29.110
10390,45.448604,-73.706861,80009,29.114
10390,45.448611,-73.706726,80010,29.125
10390,45.448636,-73.706156,80011,29.170
10390,45.448644,-73.705990,80012,29.183
10390,45.448670,-73.705522,80013,29.219
10390,45.448703,-73.705049,80014,29.256
10390,45.448706,-73.704992,80015,29.261
10390,45.448718,-73.704852,80016,29.272
10390,45.448775,-73.704108,80017,29.331
10390,45.448828,-73.703411,80018,29.385
10390,45.448869,-73.702863,80019,29.428
10390,45.448933,-73.701976,80020,29.498
10390,45.448996,-73.701110,80021,29.566
10390,45.449071,-73.700110,80022,29.645
10390,45.449112,-73.699564,80023,29.688
10390,45.449158,-73.698947,80024,29.737
10390,45.449254,-73.697630,80025,29.840
10390,45.449340,-73.696464,80026,29.932
10390,45.449531,-73.693873,80027,30.136
10390,45.449587,-73.693104,80028,30.196
10390,45.449619,-73.692651,80029,30.232
10390,45.449650,-73.692239,80030,30.264
10390,45.449686,-73.691831,80031,30.297
10390,45.449709,-73.691592,80032,30.316
10390,45.449745,-73.691266,80033,30.341
10390,45.449764,-73.691093,80034,30.355
10390,45.449779,-73.690984,80035,30.364
10390,45.449817,-73.690699,80036,30.387
10390,45.449864,-73.690376,80037,30.412
10390,45.450005,-73.689494,80038,30.483
10390,45.450044,-73.689245,80039,30.503
10390,45.450168,-73.688470,80040,30.565
10390,45.450230,-73.688078,80041,30.597
10390,45.450368,-73.687239,80042,30.664
10390,45.450415,-73.686939,80043,30.688
10390,45.450445,-73.686752,80044,30.703
10390,45.450469,-73.686598,80045,30.715
10390,45.450492,-73.686449,80046,30.727
10390,45.450511,-73.686334,80047,30.737
10390,45.450664,-73.685401,80048,30.812
10390,45.450815,-73.684447,80049,30.888
10390,45.450993,-73.683337,80050,30.977
10390,45.451153,-73.682350,80051,31.056
10390,45.451361,-73.681077,80052,31.159
10390,45.451484,-73.680331,80053,31.219
10390,45.451868,-73.677936,80054,31.411
10390,45.451950,-73.677438,80055,31.451
10390,45.452051,-73.676828,80056,31.500
10390,45.452165,-73.676139,80057,31.555
10390,45.452275,-73.675448,80058,31.611
10390,45.452453,-73.674343,80059,31.700
10390,45.452563,-73.673655,80060,31.755
10390,45.452865,-73.671797,80061,31.904
10390,45.452973,-73.671095,80062,31.960
10390,45.452987,-73.671006,80063,31.968
10390,45.452996,-73.670930,80064,31.974
10390,45.453034,-73.670628,80065,31.997
10390,45.453054,-73.670438,80066,32.013
10390,45.453073,-73.670243,80067,32.028
10390,45.453081,-73.670151,80068,32.035
10390,45.453101,-73.669859,80069,32.058
10390,45.453112,-73.669697,80070,32.071
10390,45.453130,-73.669326,80071,32.100
10390,45.453138,-73.668887,80072,32.134
10390,45.453130,-73.668543,80073,32.161
10390,45.453128,-73.668442,80074,32.169
10390,45.453125,-73.668336,80075,32.178
10390,45.453110,-73.668001,80076,32.204
10390,45.453057,-73.667320,80077,32.257
10390,45.452985,-73.666727,80078,32.304
10390,45.452958,-73.666516,80079,32.321
10390,45.452609,-73.663851,80080,32.533
10390,45.452216,-73.660864,80081,32.771
10390,45.451912,-73.658542,80082,32.956
10390,45.451820,-73.657845,80083,33.011
10390,45.451685,-73.656814,80084,33.093
10390,45.451636,-73.656424,80085,33.124
10390,45.451597,-73.656107,80086,33.150
10390,45.451558,-73.655807,80087,33.173
10390,45.451155,-73.652905,80088,33.405
10390,45.451062,-73.652234,80089,33.459
10390,45.451049,-73.652146,80090,33.466
10390,45.451017,-73.651869,80091,33.488
10390,45.450967,-73.651443,80092,33.521
10390,45.450921,-73.651009,80093,33.556
10390,45.450894,-73.650571,80094,33.590
10390,45.450891,-73.650520,80095,33.594
10390,45.450882,-73.650108,80096,33.626
10390,45.450879,-73.649951,80097,33.639
10390,45.450892,-73.649592,80098,33.667
10390,45.450896,-73.649479,80099,33.676
10390,45.450899,-73.649425,80100,33.680
10390,45.450926,-73.648987,80101,33.714
10390,45.450974,-73.648528,80102,33.751
10390,45.451040,-73.648054,80103,33.788
10390,45.451051,-73.647994,80104,33.793
10390,45.451125,-73.647594,80105,33.826
10390,45.451231,-73.647140,80106,33.863
10390,45.451265,-73.646996,80107,33.875
10390,45.451411,-73.646463,80108,33.920
10390,45.451565,-73.646002,80109,33.960
10390,45.451588,-73.645930,80110,33.966
10390,45.451628,-73.645824,80111,33.975
10390,45.451746,-73.645523,80112,34.002
10390,45.451761,-73.645481,80113,34.006
10390,45.451847,-73.645282,80114,34.024
10390,45.451923,-73.645105,80115,34.041
10390,45.451959,-73.645034,80116,34.047
10390,45.452183,-73.644582,80117,34.090
10390,45.452235,-73.644482,80118,34.100
10390,45.452903,-73.643191,80119,34.226
10390,45.453206,-73.642609,80120,34.282
10390,45.453668,-73.641727,80121,34.368
10390,45.453758,-73.641792,90001,34.368
10390,45.454138,-73.641062,90002,34.439
10390,45.454453,-73.640455,90003,34.498
10390,45.454671,-73.640039,90004,34.539
10390,45.454926,-73.639487,90005,34.591
10390,45.455079,-73.639148,90006,34.622
10390,45.455193,-73.638870,90007,34.647
10390,45.455352,-73.638558,90008,34.678
10390,45.455679,-73.637839,90009,34.744
10390,45.455845,-73.637519,90010,34.776
10390,45.456870,-73.635545,90011,34.968
10390,45.457405,-73.634511,90012,35.068
10390,45.457851,-73.633647,90013,35.152
10390,45.459364,-73.630740,90014,35.435
10390,45.459804,-73.629893,90015,35.517
10390,45.461106,-73.627395,90016,35.760
10390,45.462074,-73.625529,90017,35.942
10390,45.462240,-73.625209,90018,35.973
10390,45.462689,-73.624343,90019,36.057
10390,45.462992,-73.623758,90020,36.114
10390,45.463582,-73.622630,90021,36.224
10390,45.464351,-73.621162,90022,36.367
10390,45.464973,-73.619976,90023,36.483
10390,45.465420,-73.619114,90024,36.566
10390,45.466626,-73.616778,90025,36.793
10390,45.467415,-73.615247,90026,36.941
10390,45.467852,-73.614401,90027,37.023
10390,45.468129,-73.613868,90028,37.075
10390,45.468613,-73.612938,90029,37.166
10390,45.469330,-73.611565,90030,37.300
10390,45.470226,-73.609845,90031,37.467
10390,45.470881,-73.608582,90032,37.590
10390,45.470930,-73.608486,90033,37.599
10390,45.470983,-73.608385,90034,37.609
10390,45.471323,-73.607725,90035,37.673
10390,45.471394,-73.607587,90036,37.686
10390,45.471468,-73.607448,90037,37.700
10390,45.472050,-73.606321,90038,37.809
10390,45.472153,-73.606123,90039,37.828
10390,45.472207,-73.606016,90040,37.839
10390,45.472246,-73.605943,90041,37.846
10390,45.472284,-73.605869,90042,37.853
10390,45.472721,-73.605029,90043,37.935
10390,45.472890,-73.604708,90044,37.966
10390,45.473065,-73.604381,90045,37.998
10390,45.473576,-73.603434,90046,38.092
10390,45.473629,-73.603335,90047,38.101
10390,45.473663,-73.603273,90048,38.107
10390,45.473765,-73.603093,90049,38.125
10392,45.473765,-73.603092,10001,0.000
10392,45.473553,-73.603476,10002,0.038
10392,45.472839,-73.604805,10003,0.169
10392,45.472284,-73.605869,10004,0.273
10392,45.470282,-73.609737,10005,0.648
10392,45.468999,-73.612200,10006,0.888
10392,45.467940,-73.614231,10007,1.086
10392,45.466317,-73.617375,10008,1.391
10392,45.465334,-73.619279,10009,1.576
10392,45.465083,-73.619762,10010,1.623
10392,45.464273,-73.621310,10011,1.774
10392,45.463165,-73.623427,10012,1.980
10392,45.462221,-73.625247,10013,2.157
10392,45.460601,-73.628366,10014,2.460
10392,45.459891,-73.629727,10015,2.593
10392,45.457834,-73.633681,10016,2.977
10392,45.457047,-73.635202,10017,3.125
10392,45.456598,-73.636068,10018,3.209
10392,45.455697,-73.637805,10019,3.378
10392,45.455643,-73.637919,10020,3.389
10392,45.455347,-73.638568,10021,3.449
10392,45.455192,-73.638871,10022,3.479
10392,45.455061,-73.639189,10023,3.507
10392,45.454916,-73.639508,10024,3.537
10392,45.454667,-73.640048,10025,3.588
10392,45.454610,-73.640155,10026,3.598
10392,45.454534,-73.640298,10027,3.612
10392,45.453743,-73.641821,10028,3.760
10392,45.453668,-73.641727,20001,3.760
10392,45.453137,-73.642743,20002,3.859
10392,45.452659,-73.643661,20003,3.949
10392,45.452183,-73.644582,20004,4.038
10392,45.451947,-73.645056,20005,4.083
10392,45.451903,-73.645152,20006,4.093
10392,45.451774,-73.645452,20007,4.120
10392,45.451601,-73.645898,20008,4.160
10392,45.451446,-73.646357,20009,4.200
10392,45.451414,-73.646455,20010,4.208
10392,45.451307,-73.646840,20011,4.240
10392,45.451259,-73.647021,20012,4.256
10392,45.451188,-73.647326,20013,4.281
10392,45.451112,-73.647665,20014,4.309
10392,45.451029,-73.648128,20015,4.346
10392,45.450974,-73.648528,20016,4.378
10392,45.450926,-73.648987,20017,4.414
10392,45.450899,-73.649425,20018,4.449
10392,45.450892,-73.649592,20019,4.462
10392,45.450880,-73.649984,20020,4.492
10392,45.450890,-73.650472,20021,4.530
10392,45.450919,-73.650983,20022,4.571
10392,45.450967,-73.651443,20023,4.607
10392,45.451021,-73.651897,20024,4.643
10392,45.451049,-73.652146,20025,4.663
10392,45.451078,-73.652354,20026,4.679
10392,45.451242,-73.653536,20027,4.774
10392,45.451568,-73.655877,20028,4.960
10392,45.451654,-73.656574,20029,5.016
10392,45.451851,-73.658086,20030,5.136
10392,45.452222,-73.660913,20031,5.361
10392,45.452905,-73.666112,20032,5.775
10392,45.452983,-73.666710,20033,5.823
10392,45.453053,-73.667289,20034,5.869
10392,45.453110,-73.668001,20035,5.925
10392,45.453127,-73.668405,20036,5.956
10392,45.453133,-73.668655,20037,5.976
10392,45.453138,-73.668887,20038,5.994
10392,45.453132,-73.669184,20039,6.017
10392,45.453127,-73.669382,20040,6.033
10392,45.453116,-73.669613,20041,6.051
10392,45.453107,-73.669784,20042,6.064
10392,45.453079,-73.670182,20043,6.096
10392,45.453039,-73.670593,20044,6.128
10392,45.452996,-73.670930,20045,6.155
10392,45.452865,-73.671797,20046,6.224
10392,45.452721,-73.672684,20047,6.295
10392,45.452585,-73.673525,20048,6.363
10392,45.452255,-73.675575,20049,6.528
10392,45.451966,-73.677343,20050,6.670
